"Station.name","Year","Depth","Long","Lat","Sampling.number","Total.Depth","Secchi","Temp","DO","DO_sat","pH","Alk","TP","TP_ugL","TN","Chla","Phaeo","CTI_TP","CTI_Chlorophyll","CTI_Secchi","ATemp","NH4","NOX","DO_Final","DO_sat_Final","PO4","ORP","Wind","Sal","Cond","TDS","TPigm","Month","Total.Depth_flag","Secchi_flag","Temp_flag","DO_flag","DO_sat_flag","pH_flag","Alk_flag","TP_flag","TP_ugL_flag","TN_flag","Chla_flag","Phaeo_flag","CTI_TP_flag","CTI_Chlorophyll_flag","CTI_Secchi_flag","ATemp_flag","NH4_flag","NOX_flag","DO_Final_flag","DO_sat_Final_flag","PO4_flag","ORP_flag","Wind_flag","Sal_flag","Cond_flag","TDS_flag","TPigm_flag"
"Mill Pond / BA-391-01",2003,0.5,-70.38537058,41.70906135,269227,0.8,0.8,17.8,6.8,NA,7.21,1.23,1.3,40.27,38.6,6.28,4.53,57.44,48.62,63.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Mill Pond / BA-391-01",2020,0.5,-70.38537058,41.70906135,341186,0.8,0.8,23.1,9.66,NA,6.77,40,1.74,53.89,47.72,0.41,0.26,61.64,21.85,63.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Hinckley Pond / BA-411-01",2003,0.5,-70.32363714,41.70442684,269118,6,1.8,21.5,7.9,NA,6.47,2.9,0.7,21.68,108.8,30.67,1.4,48.51,64.18,51.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Hinckley Pond / BA-411-01",2006,0.5,-70.32363714,41.70442684,255069,6.5,2,21.1,7.66,NA,6.39,45,1.75,54.24,62.99,55.03,19.46,61.74,69.92,50.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Hinckley Pond / BA-411-01",2007,0.5,-70.32363714,41.70442684,263039,5.97,2.83,22.3,5.99,NA,6.25,13.7,1.04,32.31,63.57,12.89,1.73,54.26,55.68,45.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Hinckley Pond / BA-411-01",2008,0.5,-70.32363714,41.70442684,264269,6.2,0.75,19.1,7.17,NA,6.59,13,1.22,37.79,63.72,39.16,2.86,56.52,66.58,64.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Hinckley Pond / BA-411-01",2009,1,-70.32363714,41.70442684,265610,NA,NA,18.6,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"Hinckley Pond / BA-411-01",2010,1,-70.32363714,41.70442684,257598,NA,NA,NA,NA,NA,7.68,16.4,0.62,19.1,NA,12.11,1.62,46.68,55.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,4,4,4,4,2,2,2,2,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4
"Hinckley Pond / BA-411-01",2011,0.5,-70.32363714,41.70442684,266816,6.35,1.43,20,6.47,NA,6.47,61.6,17.93,555.36,374.96,14.25,18.67,95.28,56.66,54.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Hinckley Pond / BA-411-01",2012,0.5,-70.32363714,41.70442684,267976,6.25,4.88,19.6,6.6,NA,6.75,7.9,3.45,106.86,173.3,64.52,19.92,71.51,71.48,37.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Hinckley Pond / BA-411-01",2013,0.5,-70.32363714,41.70442684,259537,5.95,1.8,18.8,7.92,NA,7,18.4,1.14,35.31,40.53,6.6,1.82,55.55,49.11,51.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Hinckley Pond / BA-411-01",2016,1,-70.32363714,41.70442684,256585,5.48,1.89,23.7,4.5,NA,6.81,47.8,0.43,13.32,62.64,53.94,8.92,41.49,69.72,50.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.86,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2
"Hinckley Pond / BA-411-01",2019,0.15,-70.32363714,41.70442684,340677,0.8,0.83,21.3,6.69,NA,6.68,27.3,1.23,38.1,53.59,19.54,4.39,56.64,59.76,62.69,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,23.93,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,2,4,4,4,2
"Hinckley Pond / BA-411-01",2020,0.5,-70.32363714,41.70442684,340933,5.75,1.4,22.6,8.76,NA,6.78,101.5,13.21,409.16,403.43,4.28,1.7,90.87,44.86,55.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Garretts Pond / BA-510-01",2001,0.5,-70.35145498,41.69270386,270818,8.1,4.1,25.22,7.48,NA,6.06,1.9,0.16,4.96,17.4,3.06,0.75,27.24,41.57,39.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Garretts Pond / BA-510-01",2003,0.5,-70.35145498,41.69270386,269067,8.6,4.6,22.8,7.99,NA,5.7,0.2,0.4,12.39,19.3,3.86,0.75,40.44,43.85,38.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Garretts Pond / BA-510-01",2008,0.5,-70.35145498,41.69270386,264219,8.8,4.55,23.4,7.88,NA,5.9,1.5,0.19,5.88,18.72,1.5,0.84,29.7,34.58,38.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Garretts Pond / BA-510-01",2009,0.5,-70.35145498,41.69270386,265561,8.5,5.25,22.3,7.36,NA,5.39,1.4,0.44,13.59,22.42,4.55,0.89,41.78,45.47,36.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Garretts Pond / BA-510-01",2010,0.5,-70.35145498,41.69270386,257530,8.2,3.94,21,8.76,NA,6.31,2.4,0.3,9.35,29.35,5.05,1.11,36.38,46.49,40.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Garretts Pond / BA-510-01",2011,0.5,-70.35145498,41.69270386,266770,7.17,2.62,21.3,8.28,NA,6.08,2.7,0.38,11.77,23.5,5.69,0.72,39.7,47.66,46.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Garretts Pond / BA-510-01",2012,0.5,-70.35145498,41.69270386,267928,7.93,4.48,22.6,8.48,NA,6.33,3.4,0.48,14.87,17.7,3.15,1.5,43.07,41.86,38.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Garretts Pond / BA-510-01",2013,0.5,-70.35145498,41.69270386,259415,8.46,4.44,21.1,8.06,NA,6.1,3.8,0.09,2.79,21.58,2.01,0.87,18.95,37.45,38.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Garretts Pond / BA-510-01",2018,0.5,-70.35145498,41.69270386,340208.5,8.92,4.655,23,8.69,NA,5.56,13.3,2.1,65.04,34.72,3.47,1.47,64.35,42.81,37.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Garretts Pond / BA-510-01",2019,0.5,-70.35145498,41.69270386,340633,8.8,4.95,21.8,7.64,NA,5.39,6.7,1.2,37.17,16.51,26.1,14.97,56.29,62.6,36.95,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,41.07,9,2,2,2,2,4,2,2,2,2,2,2,3,2,2,2,4,4,4,4,4,4,4,2,4,4,4,2
"Garretts Pond / BA-510-01",2020,0.5,-70.35145498,41.69270386,340907,8.98,4.19,22.8,8.21,NA,6.31,5.7,0.62,19.2,27.83,0.84,0.36,46.76,28.89,39.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"No Bottom Pond / BA-523-01",2003,0.5,-70.35769462,41.69320029,269270,5.21,2.32,22.2,5.27,NA,5.9,0.73,4.3,133.19,48.8,95.95,15.4,74.69,75.37,47.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"No Bottom Pond / BA-523-01",2020,0.5,-70.35769462,41.69320029,341124,5.5,3.54,24.5,7.28,NA,5.54,29,6.97,215.89,124.31,403.65,0.03,81.65,89.47,41.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Little Pond / BA-564-01",2001,0.5,-70.4185255,41.68618314,270899,1.18,1.18,20.4,3.86,NA,5.45,1.3,0.24,7.43,28,1.6,0.45,33.07,35.21,57.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Little Pond / BA-564-01",2005,0.12,-70.4185255,41.68618314,253582,0.2,0.2,25.8,5.12,NA,5.29,1.82,2,61.95,61.15,101.3,18.65,63.65,75.9,83.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Little Pond / BA-564-01",2006,0.15,-70.4185255,41.68618314,255175,0.5,0.5,21.4,6.97,NA,5.34,2.02,0.3,9.36,48.29,1.1,1.36,36.4,31.53,69.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Little Pond / BA-564-01",2007,0.25,-70.4185255,41.68618314,263166,0.3,0.3,15.8,5.99,NA,5.45,1.5,1.67,51.82,84.88,16.57,18.71,61.08,58.14,77.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Little Pond / BA-564-01",2008,0.15,-70.4185255,41.68618314,264482,0.2,0.2,22.2,5.06,NA,5.29,0.8,0.29,8.98,46.97,1.42,2.55,35.8,34.04,83.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Little Pond / BA-564-01",2009,0.5,-70.4185255,41.68618314,265777,0.5,0.5,28.6,7.35,NA,4.98,0.2,0.88,27.38,31.63,1.44,0.4,51.88,34.19,69.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Little Pond / BA-564-01",2010,0.5,-70.4185255,41.68618314,257760,0.5,NA,18.6,4.61,NA,6.03,2.5,0.94,29.17,119.08,22.3,36.63,52.79,61.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,4,2,2,4,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4
"Little Pond / BA-564-01",2011,0.5,-70.4185255,41.68618314,267006,0.5,0.5,18.2,5.31,NA,5.62,2.6,0.59,18.27,45.09,1.34,1.98,46.04,33.47,69.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Little Pond / BA-564-01",2012,0.2,-70.4185255,41.68618314,268160,0.2,0.2,18.5,8.33,NA,5.97,3,0.43,13.32,26.79,0.71,1.15,41.49,27.24,83.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Little Pond / BA-564-01",2013,0.05,-70.4185255,41.68618314,259549,0.1,0.1,16.6,7.28,NA,5.6,3.2,0.75,23.23,56.67,3.75,7.87,49.51,43.57,93.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Little Pond / BA-564-01",2016,0.5,-70.4185255,41.68618314,256658,0.5,0.5,25.1,1.14,NA,5.59,2.8,0.37,11.46,37.65,4.94,2.81,39.32,46.27,69.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.75,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2
"Little Pond / BA-564-01",2019,0.15,-70.4185255,41.68618314,340844,0.3,0.3,26.4,5.38,NA,4.97,0.8,1.05,32.52,25.07,5.19,1.9,54.36,46.75,77.35,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,7.09,8,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,2,4,4,4,2
"Little Pond / BA-564-01",2020,0.15,-70.4185255,41.68618314,341120,0.49,0.49,22.4,5.38,NA,5.08,1.5,3.85,119.25,79.44,94.15,0.03,73.1,75.19,70.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Hathaway Pond (North) / BA-565-01",2001,0.5,-70.31211495,41.68436809,270852,15,8.7,22.3,8.5,NA,5.83,1.4,0.48,14.87,19.6,1.12,0.33,43.07,31.71,28.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Hathaway Pond (North) / BA-565-01",2003,0.5,-70.31211495,41.68436809,269100,14.5,5.5,23.2,8.11,NA,5.94,0.12,0.7,21.68,16.2,1.08,0.94,48.51,31.35,35.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Hathaway Pond (North) / BA-565-01",2009,0.5,-70.31211495,41.68436809,265592,15.6,9.4,21.1,8.8,NA,5.71,1.4,0.14,4.23,18.91,0.65,0.34,24.95,26.31,27.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Hathaway Pond (North) / BA-565-01",2010,0.5,-70.31211495,41.68436809,257581,15,7.43,21,8.98,NA,6.02,1.5,0.38,11.69,22.45,0.91,0.31,39.6,29.7,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Hathaway Pond (North) / BA-565-01",2011,0.5,-70.31211495,41.68436809,266799,15.73,6.29,21.4,8.54,NA,5.92,2,0.31,9.6,18.7,0.95,0.21,36.76,30.1,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Hathaway Pond (North) / BA-565-01",2012,0.5,-70.31211495,41.68436809,267957,16.72,6.44,23,8.41,NA,5.91,3.1,0.35,10.84,14.3,1.38,0.32,38.52,33.76,33.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Hathaway Pond (North) / BA-565-01",2013,0.5,-70.31211495,41.68436809,259322,16.78,4.9,22.4,8.46,NA,6.1,2.9,0.3,9.29,18.1,1.29,0.44,36.29,33.1,37.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Hathaway Pond (North) / BA-565-01",2018,0.5,-70.31211495,41.68436809,340303,15.5,6.5,23,8.88,NA,5.82,2.3,0.35,10.84,17.3,1.98,0.59,38.52,37.3,33.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Hathaway Pond (North) / BA-565-01",2019,0.5,-70.31211495,41.68436809,340665,15,6.21,22.2,7.56,NA,5.64,2,0.27,8.36,10.72,1.38,1.27,34.77,33.76,33.69,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2.65,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,2,4,4,4,2
"Hathaway Pond (North) / BA-565-01",2020,0.5,-70.31211495,41.68436809,341064,17.25,5.89,23.3,8.38,NA,6.03,2.9,0.54,16.73,22,0.38,0.23,44.77,21.11,34.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Mystic Lake / BA-584-01",2001,0.5,-70.41517379,41.67949135,270997,13.5,3,25.44,8.95,NA,6.78,6.4,0.48,14.87,20,3.4,1.2,43.07,42.61,44.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Mystic Lake / BA-584-01",2003,0.5,-70.41517379,41.67949135,269241,14.6,3.4,22.04,8.25,NA,6.76,1.03,0.3,9.29,18.5,4.66,0.73,43.66,45.7,42.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Mystic Lake / BA-584-01",2004,0.5,-70.41517379,41.67949135,260584.5,13.685,3.865,22.95,7.65,NA,6.75,22.4,0.45,13.94,18.06,3.225,0.715,42.05,42.05,40.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Mystic Lake / BA-584-01",2005,0.5,-70.41517379,41.67949135,253542,15.1,3.63,22.7,8.6,NA,6.85,23.41,0.5,15.49,21.97,6.2,2.38,43.66,48.5,41.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Mystic Lake / BA-584-01",2006,0.5,-70.41517379,41.67949135,255140,13.9,3.46,21.6,7.94,NA,6.54,23.61,0.6,18.53,36.88,3.63,NA,46.25,43.25,42.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,4,2,2,2,2,2,2,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Mystic Lake / BA-584-01",2007,0.5,-70.41517379,41.67949135,263096,12.33,2.91,23,8.24,NA,6.66,12.1,0.52,16.2,27.22,1.67,0.65,44.31,35.66,44.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Mystic Lake / BA-584-01",2008,0.5,-70.41517379,41.67949135,264397,14.18,4.9,27.5,8.12,NA,6.87,13.9,0.48,14.87,19.02,1.69,0.22,43.07,35.75,37.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Mystic Lake / BA-584-01",2009,0.5,-70.41517379,41.67949135,265693,13.93,0.9,26.8,9.32,NA,9.36,18.5,1.08,33.52,59.44,40.59,13.08,54.8,66.93,61.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,4,2,2,2,2,3,3,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4
"Mystic Lake / BA-584-01",2010,0.5,-70.41517379,41.67949135,257676,14,2,27.6,8.32,NA,9.28,17,1.25,38.69,38.12,5.96,2.13,56.86,48.12,50.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Mystic Lake / BA-584-01",2011,0.5,-70.41517379,41.67949135,266923,14.3,2.25,25.6,9.43,NA,7.97,17.8,0.99,30.66,27.53,3.4,0.18,53.51,42.61,48.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Mystic Lake / BA-584-01",2012,0.5,-70.41517379,41.67949135,268077,14.1,4.9,25.9,9.03,NA,7.39,19.9,0.59,18.27,15.86,1.78,0.79,46.04,36.26,37.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Mystic Lake / BA-584-01",2013,0.5,-70.41517379,41.67949135,258608,14.2,4.4,25.1,9.07,NA,7.4,18.2,0.88,27.26,19.69,1.53,0.67,51.81,34.77,38.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Mystic Lake / BA-584-01",2014,0.5,-70.41517379,41.67949135,259709,13.6,2.5,24.8,8.82,NA,7.58,15.6,0.78,24.16,19.33,5.71,0.71,50.07,47.69,46.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Mystic Lake / BA-584-01",2016,0.5,-70.41517379,41.67949135,256627,13,3.7,25.9,7.84,NA,7.24,25.5,0.49,15.18,29.02,2.27,0.95,0,38.64,41.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22,8,2,2,2,2,4,2,2,2,2,2,2,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,2
"Mystic Lake / BA-584-01",2018,0.5,-70.41517379,41.67949135,340503,14.2,3.55,24.5,7.88,NA,7.05,25.9,0.65,20.13,18.73,4.96,1.5,47.44,46.31,41.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Mystic Lake / BA-584-01",2019,0.5,-70.41517379,41.67949135,340771,13.1,3.5,26.1,7.8,NA,6.95,25.1,0.54,16.73,12.7,3.75,2.49,44.77,43.57,41.95,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,6.24,8,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,2,4,4,4,2
"Mystic Lake / BA-584-01",2020,0.5,-70.41517379,41.67949135,341170,13.2,2.8,23.4,8.25,NA,6.86,24.3,0.51,15.8,26.19,1.59,0.03,43.95,35.15,45.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Hathaway Pond (South) / BA-594-01",2001,0.5,-70.31464335,41.68163842,270868,1,1,21.9,6.9,NA,4.38,0,0.26,8.05,16.2,0.79,1.02,34.23,28.29,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Hathaway Pond (South) / BA-594-01",2020,0.5,-70.31464335,41.68163842,340927,2.1,2.1,25.1,7.84,NA,4.94,0.5,0.46,14.25,22.65,2.17,0.03,42.46,38.2,49.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Wequaquet Lake - North Basin / BA-605-01",2005,0.5,-70.34335753,41.67734003,253586,9.1,5.2,23.5,8.38,NA,6.63,12.71,0.3,9.29,20.94,3.42,0.95,36.29,42.66,36.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
"Wequaquet Lake - North Basin / BA-605-01",2006,0.5,-70.34335753,41.67734003,255178,9.8,2.1,20,9.3,NA,6.64,15.54,1.03,31.83,46.57,10.84,3.81,54.05,53.98,49.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
